# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "2" "-t" "gene" "-g" "gene_id" "-a" "/mnt/d/rna_seq/gtf/Oryza_sativa.IRGSP-1.0.50.chr.gtf" "-o" "counts.txt" "-M" "SRR12073954.bam" "SRR12073955.bam" "SRR12073956.bam" "SRR12073957.bam" "SRR12073958.bam" "SRR12073959.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR12073954.bam	SRR12073955.bam	SRR12073956.bam	SRR12073957.bam	SRR12073958.bam	SRR12073959.bam
Os10g0191900	10	6404506	6405513	+	1008	7641	9382	8899	2601	4588	5205
Os10g0192301	10	6416709	6417205	+	497	0	0	0	0	0	0
Os10g0193100	10	6484463	6486741	+	2279	0	0	0	0	0	0
Os10g0193500	10	6497068	6510300	+	13233	0	0	0	0	0	0
Os10g0193601	10	6503535	6506576	+	3042	0	0	0	0	0	0
ENSRNA049468687	10	6509467	6509586	+	120	0	0	0	0	0	0
Os10g0194200	10	6540786	6544129	+	3344	65	52	58	11	36	28
Os10g0194225	10	6541756	6543900	-	2145	0	0	0	0	0	0
Os10g0194250	10	6549476	6551497	-	2022	9	10	6	4	8	12
Os10g0194300	10	6552284	6555101	-	2818	134	75	90	69	52	86
Os10g0194400	10	6555886	6556270	+	385	0	0	0	0	0	0
Os10g0195000	10	6577603	6581966	+	4364	2	0	0	5	0	0
Os10g0195050	10	6577945	6578237	-	293	0	0	0	0	0	0
Os10g0195100	10	6583644	6586293	-	2650	9	4	8	5	25	10
Os10g0195175	10	6589419	6591490	-	2072	0	1	2	0	0	0
Os10g0195250	10	6597058	6599557	-	2500	0	0	0	0	0	0
Os10g0195600	10	6639765	6645325	+	5561	13	22	16	6	8	17
Os10g0196000	10	6698731	6702375	+	3645	0	0	0	0	0	0
Os10g0196100	10	6715606	6716328	+	723	6	8	8	0	4	0
Os10g0196400	10	6715984	6716629	-	646	8	4	9	2	0	0
Os10g0197000	10	6736206	6739956	-	3751	346	239	290	234	237	262
Os10g0197101	10	6749481	6749720	+	240	0	0	0	0	0	0
Os10g0197300	10	6756529	6760887	-	4359	0	0	0	0	0	0
Os10g0197600	10	6782218	6791974	-	9757	0	0	0	0	0	0
Os10g0197700	10	6793901	6796961	+	3061	0	0	0	0	0	0
Os10g0197800	10	6797449	6798792	-	1344	0	0	0	0	0	0
Os10g0198100	10	6837342	6839786	-	2445	18	33	28	12	8	14
Os10g0198300	10	6842035	6842533	-	499	0	0	0	0	0	0
Os10g0198333	10	6845043	6846735	-	1693	205	168	149	180	171	178
Os10g0198366	10	6850184	6853240	-	3057	5	0	1	2	6	7
Os10g0198600	10	6868486	6878295	+	9810	274	226	220	161	133	174
Os10g0198900	10	6897044	6905955	+	8912	398	617	413	323	344	326
ENSRNA049468767	10	6928686	6928866	+	181	0	0	1	0	0	0
Os10g0199500	10	6946843	6953361	+	6519	47	24	38	45	58	12
Os10g0200000	10	7023019	7031173	-	8155	172	172	167	59	73	85
Os10g0200700	10	7114764	7116090	-	1327	52	50	78	29	39	20
Os10g0200800	10	7121108	7141151	-	20044	68	86	78	52	51	48
Os10g0202200	10	7270047	7270697	-	651	0	0	0	0	0	0
Os10g0202350	10	7271466	7271912	+	447	0	0	0	0	0	0
Os10g0202501	10	7301658	7304913	-	3256	0	0	0	0	0	0
Os10g0202900	10	7310471	7313575	-	3105	22	27	32	48	37	25
Os10g0203000	10	7334820	7338831	-	4012	353	294	307	124	195	227
Os10g0203100	10	7341903	7342367	-	465	0	0	0	0	0	0
Os10g0203600	10	7385766	7395013	+	9248	159	162	110	66	105	104
Os10g0204100	10	7414709	7419483	-	4775	1554	1496	1564	1247	1113	1094
Os10g0204300	10	7435159	7442007	+	6849	52	46	48	9	30	17
Os10g0204400	10	7438368	7444003	-	5636	13	5	17	3	1	2
Os10g0205200	10	7496071	7498985	+	2915	871	879	1096	722	741	530
Os10g0205300	10	7499511	7503453	-	3943	223	293	239	223	283	292
Os10g0205400	10	7502603	7503201	+	599	0	0	0	0	0	0
Os10g0205500	10	7514954	7519284	+	4331	70	47	66	38	28	51
Os10g0205700	10	7529345	7530484	-	1140	41	102	63	41	51	29
Os10g0205802	10	7539086	7542262	-	3177	27	26	32	29	31	33
Os10g0206000	10	7543010	7544177	-	1168	48	9	47	14	12	37
Os10g0206500	10	7557620	7564109	+	6490	4	0	6	2	4	0
Os10g0206650	10	7561032	7561873	+	842	0	0	0	0	0	0
Os10g0206800	10	7574038	7579887	+	5850	117	170	87	98	97	87
Os10g0207101	10	7574362	7577870	-	3509	0	0	0	0	0	0
Os10g0207400	10	7616145	7616777	+	633	248	258	304	350	348	181
Os10g0207500	10	7624066	7625061	-	996	22	55	119	2	3	7
Os10g0207700	10	7642884	7644043	-	1160	0	0	2	0	4	0
Os10g0208200	10	7674670	7677294	-	2625	0	0	0	0	0	1
Os10g0208250	10	7675939	7677475	+	1537	0	0	0	0	0	0
Os10g0208500	10	7685223	7696842	+	11620	896	1373	1429	1815	2329	2249
Os10g0208600	10	7696095	7702427	-	6333	17	28	37	22	18	9
Os10g0208900	10	7738227	7740738	-	2512	2	2	10	10	5	3
Os10g0209300	10	7761015	7765411	-	4397	2	13	8	6	3	7
Os10g0209433	10	7766632	7766934	+	303	0	0	2	0	0	0
Os10g0209566	10	7767193	7767775	+	583	4	7	15	8	3	3
Os10g0209700	10	7779293	7781354	+	2062	122	89	137	66	58	86
Os10g0210500	10	7810692	7817132	-	6441	80	122	140	50	29	60
Os10g0214400	10	7949676	7959665	-	9990	608	588	507	308	410	362
Os10g0214300	10	7959351	7959905	+	555	0	0	0	0	0	0
Os10g0214132	10	7969321	7969587	+	267	23	43	22	14	13	21
Os10g0213966	10	7982716	7986068	+	3353	0	0	0	0	0	0
ENSRNA049468652	10	7984663	7984985	-	323	0	0	0	0	0	0
Os10g0213800	10	7993384	7995891	-	2508	1999	1952	2014	1139	1190	1222
Os10g0213700	10	8000579	8001288	-	710	37	24	61	28	27	26
Os10g0213100	10	8035237	8038115	-	2879	461	488	824	188	232	336
Os10g0212100	10	8070371	8074802	+	4432	1178	1355	1070	1174	1093	990
Os10g0211900	10	8079173	8089516	-	10344	0	4	2	2	2	0
Os10g0254720	10	8092866	8099474	-	6609	3	12	2	1	13	1
Os10g0315400	10	8193814	8201070	+	7257	18	54	41	11	24	12
Os10g0315900	10	8193925	8200775	-	6851	0	0	0	0	0	0
Os10g0316400	10	8295638	8309027	-	13390	615	512	350	392	443	404
Os10g0317300	10	8462195	8464904	+	2710	164	113	156	168	140	117
Os10g0317900	10	8494248	8504238	+	9991	766	868	823	210	222	272
Os10g0317950	10	8503301	8503842	-	542	0	0	0	0	0	0
Os10g0318000	10	8506423	8509627	+	3205	103	143	89	61	114	71
Os10g0318700	10	8559025	8566013	-	6989	313	278	227	148	171	177
Os10g0318900	10	8570834	8572512	+	1679	83	82	69	59	26	49
Os10g0320001	10	8660446	8662837	+	2392	56	85	37	81	54	52
Os10g0320100	10	8679311	8681266	+	1956	108	154	228	32	40	61
Os10g0320201	10	8680387	8681006	-	620	0	0	0	0	0	0
Os10g0320300	10	8682868	8687984	-	5117	3	0	0	0	0	0
Os10g0320400	10	8691901	8697228	+	5328	2758	3205	2919	1423	1642	1526
Os10g0321700	10	8786980	8796460	-	9481	1172	1288	1327	712	696	689
Os10g0322032	10	8793428	8795648	-	2221	0	0	0	0	0	0
Os10g0322300	10	8837124	8838148	-	1025	54	70	38	25	20	29
Os10g0322600	10	8846840	8847352	+	513	0	2	0	0	2	0
Os10g0323000	10	8891489	8910642	+	19154	202	172	164	138	163	156
Os10g0323500	10	8920265	8926170	+	5906	313	378	200	252	327	345
Os10g0323600	10	8927907	8929012	+	1106	0	0	0	0	0	0
Os10g0323900	10	8937202	8938316	-	1115	0	0	0	0	0	0
Os10g0324600	10	8980283	8985013	+	4731	484	401	473	182	206	248
Os10g0324900	10	8992297	8996949	+	4653	907	867	871	518	540	491
Os10g0325150	10	9000199	9000426	-	228	1	0	0	0	0	0
Os10g0325400	10	9000705	9002772	+	2068	231	139	99	163	159	138
Os10g0325750	10	9041969	9057315	-	15347	0	0	0	0	0	1
Os10g0326100	10	9041999	9042871	+	873	0	0	0	0	0	0
Os10g0326200	10	9056301	9057476	+	1176	0	0	0	0	0	0
Os10g0326400	10	9062760	9064406	-	1647	161	189	144	131	85	47
Os10g0326800	10	9078440	9080094	+	1655	191	158	156	178	143	171
Os10g0326900	10	9088337	9090418	-	2082	0	0	0	0	0	0
Os10g0327050	10	9093611	9094289	+	679	0	0	0	0	0	0
Os10g0327000	10	9101768	9104973	-	3206	0	1	0	1	1	0
Os10g0327100	10	9102177	9102802	+	626	0	0	0	0	0	0
Os10g0327201	10	9104158	9104863	+	706	0	0	0	0	0	0
Os10g0327300	10	9120535	9126497	-	5963	39	39	42	19	13	27
Os10g0327325	10	9120826	9125996	+	5171	0	0	0	0	0	0
Os10g0327800	10	9158360	9164663	+	6304	86	83	70	33	21	56
Os10g0328100	10	9170819	9171265	+	447	3	5	1	24	2	7
Os10g0328600	10	9212944	9216458	-	3515	0	4	0	0	0	0
Os10g0328700	10	9213110	9215332	+	2223	0	0	0	0	0	0
Os10g0329300	10	9256244	9261352	+	5109	317	415	400	174	220	218
Os10g0329400	10	9266950	9270320	+	3371	822	641	326	996	1204	979
Os10g0329900	10	9284772	9285986	-	1215	9	19	17	17	12	17
Os10g0330000	10	9315531	9316279	+	749	283	198	458	119	116	174
Os10g0330300	10	9330650	9336460	+	5811	613	540	585	290	366	303
Os10g0330400	10	9337927	9339154	+	1228	326	364	175	389	425	295
Os10g0330600	10	9349051	9356434	+	7384	0	0	0	0	0	0
Os10g0330825	10	9367263	9368108	-	846	0	0	0	0	0	0
Os10g0331400	10	9384016	9384570	-	555	0	0	0	0	0	0
Os10g0331500	10	9385678	9386782	+	1105	0	0	0	0	0	0
Os10g0331600	10	9385682	9389718	-	4037	11	14	6	11	4	3
Os10g0331866	10	9393144	9395494	+	2351	1	2	2	0	0	0
Os10g0332000	10	9393215	9395500	-	2286	0	0	0	0	0	0
Os10g0332300	10	9399584	9400596	-	1013	0	0	0	0	0	0
Os10g0332733	10	9481927	9482596	-	670	0	0	0	0	2	0
Os10g0332866	10	9486389	9486450	+	62	0	0	0	0	0	0
Os10g0333000	10	9501547	9503876	+	2330	137	138	116	69	67	42
Os10g0333700	10	9541494	9542351	+	858	0	0	0	0	0	0
Os10g0334500	10	9583113	9584286	-	1174	0	0	0	0	0	0
Os10g0335000	10	9616694	9618079	+	1386	0	0	0	0	0	0
Os10g0335200	10	9624707	9628559	+	3853	152	167	252	101	74	144
Os10g0336300	10	9667167	9670437	+	3271	0	2	1	2	0	0
ENSRNA049468618	10	9694304	9694368	-	65	0	0	0	0	0	0
Os10g0336600	10	9697028	9697723	+	696	0	0	0	0	0	0
Os10g0336700	10	9697781	9698215	-	435	0	0	0	0	0	0
Os10g0337400	10	9757131	9760573	+	3443	129	87	63	161	93	110
Os10g0337500	10	9770801	9776538	+	5738	49	25	31	16	25	23
Os10g0337600	10	9776979	9781629	-	4651	22	17	41	13	11	26
Os10g0337700	10	9784007	9784649	+	643	23	11	14	0	4	6
Os10g0338500	10	9830846	9832683	+	1838	65	89	121	68	61	74
Os10g0338858	10	9843867	9844366	-	500	0	0	0	0	2	1
Os10g0339182	10	9860248	9862356	+	2109	5	2	3	0	0	0
Os10g0339290	10	9861144	9868032	-	6889	85	65	55	29	22	41
Os10g0339400	10	9910689	9917699	+	7011	1888	1752	1391	1519	1523	1416
Os10g0339532	10	9918288	9918871	+	584	3	7	6	10	0	0
Os10g0339600	10	9921060	9931420	-	10361	2458	2445	1893	1269	1547	1760
Os10g0339650	10	9930896	9931451	+	556	0	0	0	0	0	0
Os10g0340100	10	9974284	9976309	+	2026	61	61	77	14	29	34
Os10g0340301	10	9984427	9987827	+	3401	45	74	46	131	129	23
Os10g0340450	10	9992320	9992760	-	441	801	758	2210	101	211	211
Os10g0340600	10	10012073	10017326	-	5254	682	932	1179	200	217	432
Os10g0340800	10	10022541	10023354	+	814	280	252	264	266	326	289
Os10g0340950	10	10025686	10025747	-	62	0	0	0	0	0	0
Os10g0341101	10	10078307	10084089	-	5783	50	83	44	120	97	114
Os10g0341401	10	10086613	10090361	-	3749	2	6	0	1	0	3
Os10g0341700	10	10089510	10095035	+	5526	341	295	367	335	277	292
Os10g0341750	10	10101815	10104190	+	2376	0	0	0	0	0	0
Os10g0341800	10	10118414	10119626	+	1213	8	2	3	0	2	1
Os10g0342300	10	10120371	10122900	-	2530	0	0	0	0	0	0
Os10g0342650	10	10120528	10122944	+	2417	0	0	0	0	0	0
Os10g0343000	10	10162871	10164984	+	2114	166	142	135	128	104	103
Os10g0343050	10	10167156	10167569	-	414	30	39	34	18	23	27
Os10g0343100	10	10170579	10174444	+	3866	654	579	398	810	624	547
Os10g0343200	10	10174526	10177244	-	2719	389	265	286	387	288	216
Os10g0343400	10	10180422	10187639	-	7218	0	0	2	0	0	0
Os10g0343500	10	10189694	10195055	-	5362	893	948	770	774	680	840
Os10g0343900	10	10216071	10218319	-	2249	458	415	412	230	239	315
Os10g0343951	10	10230680	10231207	-	528	0	0	0	0	0	0
Os10g0344000	10	10231802	10234439	-	2638	29	25	20	3	16	3
Os10g0344500	10	10243221	10252736	-	9516	1	0	1	0	0	2
Os10g0344550	10	10257767	10258401	+	635	0	0	0	0	0	0
Os10g0344800	10	10278806	10283435	-	4630	0	0	1	1	0	0
Os10g0344900	10	10293210	10295890	+	2681	36	27	47	23	3	10
Os10g0345100	10	10301639	10304353	-	2715	314	347	190	666	530	427
Os10g0345600	10	10337377	10339305	+	1929	0	0	0	0	0	0
Os10g0345650	10	10337464	10342588	-	5125	5	4	10	3	0	0
Os10g0345701	10	10341313	10342904	+	1592	29	14	39	10	30	15
Os10g0345900	10	10357811	10358530	+	720	0	0	0	0	0	0
Os10g0346200	10	10382942	10388225	+	5284	602	718	752	298	285	388
Os10g0346300	10	10390880	10396620	-	5741	28	71	25	23	27	30
Os10g0346450	10	10392539	10393534	+	996	0	0	0	0	0	0
Os10g0346600	10	10411380	10418438	-	7059	3621	4110	3204	2536	2453	3255
Os10g0347000	10	10427700	10431861	-	4162	126	163	143	19	80	54
Os10g0347400	10	10468883	10469344	+	462	0	0	0	0	0	0
Os10g0347800	10	10482035	10486120	-	4086	96	109	131	54	130	140
Os10g0348600	10	10530651	10533278	-	2628	0	0	0	0	0	0
Os10g0348900	10	10539926	10544799	+	4874	1	0	0	4	1	1
Os10g0349300	10	10563123	10563841	-	719	0	0	0	0	0	0
Os10g0349400	10	10566488	10566901	-	414	0	0	0	0	0	0
Os10g0349600	10	10573676	10573930	-	255	0	0	0	0	0	0
Os10g0349900	10	10587298	10587959	-	662	0	0	0	0	0	0
Os10g0350001	10	10590945	10591280	-	336	0	0	0	0	0	0
Os10g0350100	10	10615625	10626486	+	10862	0	0	0	0	0	0
Os10g0350200	10	10625908	10626435	-	528	0	0	0	0	0	0
Os10g0350300	10	10627301	10627924	+	624	0	0	0	0	0	4
Os10g0350450	10	10629434	10635114	-	5681	9	7	8	1	20	0
Os10g0350500	10	10637443	10641873	-	4431	1148	1060	814	858	867	878
Os10g0350800	10	10653202	10654972	-	1771	65	56	67	46	28	47
Os10g0351200	10	10662372	10666218	-	3847	0	0	0	0	0	0
Os10g0351414	10	10670415	10673456	+	3042	34	32	59	30	18	50
Os10g0351457	10	10687370	10688070	-	701	0	0	0	0	0	0
Os10g0351500	10	10699268	10701907	+	2640	19	21	20	17	18	20
Os10g0351600	10	10713390	10715541	+	2152	0	4	0	0	0	0
Os10g0351700	10	10727319	10730929	+	3611	0	0	0	0	0	0
Os10g0352000	10	10748919	10751558	-	2640	32	36	34	20	28	19
Os10g0352200	10	10753134	10753893	-	760	1	8	0	1	2	0
Os10g0352500	10	10766629	10768150	-	1522	0	0	3	0	0	0
ENSRNA049466338	10	10790457	10790828	-	372	536	938	977	820	491	476
ENSRNA049465776	10	10792772	10792885	-	114	5	15	11	5	9	11
ENSRNA049465687	10	10793720	10793838	-	119	31	41	47	27	21	19
ENSRNA049465704	10	10798445	10798521	+	77	565	528	780	323	294	423
ENSRNA049465725	10	10799220	10799293	+	74	31	28	28	16	5	10
ENSRNA049465740	10	10808602	10808686	-	85	0	0	0	0	0	0
ENSRNA049466327	10	10817483	10817669	-	187	40	75	32	11	13	33
ENSRNA049465818	10	10840774	10840861	+	88	40	46	69	32	38	33
ENSRNA049465662	10	10850113	10850187	-	75	4	7	1	0	0	4
ENSRNA049447110	10	10852817	10852889	-	73	0	0	0	0	0	0
Os10g0355800	10	10858911	10860173	-	1263	10	10	19	8	5	5
Os10g0356000	10	10861205	10862638	+	1434	783	541	1693	398	583	608
ENSRNA049447124	10	10871137	10871210	-	74	2	3	3	0	0	3
ENSRNA049465715	10	10895595	10895668	-	74	72	71	56	45	34	65
ENSRNA049465699	10	10896367	10896443	-	77	597	512	763	315	305	454
ENSRNA049465759	10	10901997	10902110	+	114	8	16	6	3	6	2
ENSRNA049447149	10	10906301	10906372	-	72	2	0	2	0	0	3
Os10g0357700	10	10928348	10931710	-	3363	0	0	0	0	4	0
Os10g0357800	10	10932181	10938990	+	6810	34	34	98	35	27	21
Os10g0357850	10	10937733	10939891	-	2159	25	11	37	12	5	12
ENSRNA049465797	10	10944305	10944400	-	96	0	0	0	0	0	0
Os10g0358100	10	10947985	10951135	+	3151	0	0	0	0	0	0
Os10g0358150	10	10951397	10953601	-	2205	0	0	0	0	0	0
Os10g0358200	10	10956338	10959148	+	2811	2	3	0	0	0	0
Os10g0358600	10	10988339	10992663	+	4325	88	167	166	37	74	70
Os10g0358700	10	10991287	10997385	-	6099	71	70	56	100	58	52
Os10g0359200	10	11026529	11027829	+	1301	54	96	90	42	62	95
Os10g0359500	10	11035676	11040596	-	4921	639	743	471	370	456	527
Os10g0359700	10	11044253	11044825	+	573	51	75	34	65	29	47
Os10g0359801	10	11051332	11052064	-	733	0	0	0	0	0	0
Os10g0360100	10	11053048	11057745	-	4698	6	4	6	2	16	1
Os10g0360175	10	11053193	11054778	+	1586	0	0	0	0	0	0
Os10g0360600	10	11079972	11087253	+	7282	4	3	0	3	2	0
Os10g0360900	10	11088015	11098028	-	10014	32	28	54	10	34	8
Os10g0360800	10	11088189	11091676	+	3488	0	0	0	0	0	0
Os10g0361000	10	11110251	11110999	+	749	0	0	0	0	0	0
Os10g0361300	10	11124394	11124885	+	492	0	0	0	0	0	0
Os10g0361375	10	11129277	11130058	-	782	0	0	0	0	0	0
Os10g0361876	10	11176582	11181022	+	4441	152	145	87	126	204	141
Os10g0361900	10	11185582	11186269	+	688	4	16	8	2	4	11
Os10g0362300	10	11191930	11203599	-	11670	2177	1824	1246	1194	1318	1465
Os10g0362700	10	11244306	11245026	+	721	5	9	28	6	21	3
Os10g0363100	10	11250926	11255580	+	4655	422	470	422	337	234	291
Os10g0363300	10	11273893	11284909	+	11017	3548	3968	2490	1447	1195	1417
Os10g0363500	10	11289218	11290800	+	1583	53	71	56	45	44	49
Os10g0363600	10	11300743	11303566	+	2824	537	442	430	428	407	271
Os10g0363650	10	11304991	11305327	-	337	230	240	254	118	136	144
Os10g0363700	10	11314672	11317853	-	3182	47	96	18	14	10	24
Os10g0364600	10	11383073	11388110	-	5038	178	202	237	107	151	139
Os10g0364700	10	11383086	11386158	+	3073	0	0	0	0	0	0
Os10g0364800	10	11388674	11390191	-	1518	6	0	20	10	12	11
Os10g0364900	10	11390596	11391123	+	528	56	43	59	63	56	80
Os10g0365001	10	11395165	11396073	-	909	0	1	2	2	2	0
Os10g0365050	10	11398064	11399063	-	1000	1	3	0	12	3	0
Os10g0365200	10	11398279	11399073	+	795	0	0	0	0	0	0
Os10g0365466	10	11405747	11406794	-	1048	0	0	0	0	0	0
Os10g0365800	10	11414311	11417030	+	2720	2	0	1	0	0	1
Os10g0365900	10	11419154	11420101	-	948	0	0	0	0	0	0
Os10g0366400	10	11460330	11464119	+	3790	0	0	0	0	0	0
Os10g0368100	10	11537637	11538948	+	1312	0	0	0	0	0	0
Os10g0368200	10	11539999	11540994	+	996	0	0	0	0	0	0
Os10g0368400	10	11543109	11546028	-	2920	119	204	196	91	89	64
Os10g0368902	10	11573766	11576077	-	2312	60	90	73	41	37	53
Os10g0369000	10	11581310	11585280	-	3971	1170	1369	1354	693	673	820
Os10g0369500	10	11596537	11599845	-	3309	129	175	139	46	59	63
Os10g0369600	10	11605194	11607118	-	1925	368	280	360	277	284	276
Os10g0369750	10	11605735	11607432	+	1698	81	97	88	80	93	89
Os10g0369900	10	11624392	11629513	+	5122	1	0	7	3	0	0
Os10g0369950	10	11627361	11629055	-	1695	0	0	0	0	0	0
Os10g0370000	10	11629686	11634486	-	4801	399	435	436	218	244	297
Os10g0370100	10	11649673	11659326	-	9654	0	0	0	0	0	0
Os10g0370200	10	11655261	11659037	+	3777	0	0	0	0	0	0
Os10g0370300	10	11657676	11657792	-	117	0	0	0	0	0	0
Os10g0370400	10	11662601	11666585	+	3985	54	104	101	63	49	47
Os10g0370500	10	11666794	11673481	-	6688	4	27	30	9	7	1
Os10g0370600	10	11672863	11673589	+	727	0	0	0	0	0	0
Os10g0370700	10	11691235	11695039	-	3805	22	18	17	6	7	10
Os10g0370750	10	11691461	11693661	+	2201	0	0	0	0	0	0
Os10g0370800	10	11698993	11713558	-	14566	0	3	0	1	2	1
Os10g0371000	10	11723427	11726359	+	2933	599	812	1108	289	309	358
Os10g0371100	10	11731475	11732720	+	1246	1	11	4	0	0	0
Os10g0371200	10	11737407	11739004	-	1598	0	4	0	0	2	0
ENSRNA049447588	10	11754756	11754828	+	73	0	0	0	0	0	0
Os10g0372100	10	11784282	11788237	-	3956	151	128	134	65	42	33
Os10g0372300	10	11791821	11792120	+	300	0	0	0	0	0	0
Os10g0372366	10	11792727	11793061	-	335	0	0	0	0	0	0
Os10g0372432	10	11794765	11794832	-	68	0	0	0	0	0	0
Os10g0372500	10	11796227	11798087	+	1861	1	6	1	1	1	0
Os10g0372700	10	11803428	11805344	+	1917	125	99	75	115	68	79
Os10g0372800	10	11807697	11811899	-	4203	295	337	344	194	182	247
Os10g0373400	10	11825931	11826899	+	969	4	10	6	0	3	5
Os10g0374200	10	11863947	11865368	-	1422	2	7	9	2	0	2
Os10g0374450	10	11874009	11877350	-	3342	0	0	1	1	0	0
Os10g0374700	10	11879912	11885455	-	5544	22	28	21	16	14	12
Os10g0374600	10	11880133	11883412	+	3280	0	0	0	0	0	0
Os10g0375000	10	11893675	11899916	+	6242	13	3	24	1	0	5
Os10g0375200	10	11896546	11899528	-	2983	0	0	0	0	0	0
Os10g0375400	10	11918620	11919360	+	741	7	1	13	1	2	2
Os10g0375600	10	11935626	11942860	+	7235	1597	1913	1900	848	962	1205
Os10g0375501	10	11935817	11936749	-	933	0	0	0	0	0	0
Os10g0375700	10	11947795	11951030	+	3236	117	119	143	77	45	66
Os10g0376200	10	11981020	11986066	+	5047	1433	1627	1367	1057	935	924
Os10g0376301	10	11987939	11987995	-	57	0	0	0	0	0	2
Os10g0376400	10	11989580	11990593	+	1014	540	289	316	616	545	427
Os10g0376900	10	12015873	12017663	+	1791	284	182	144	273	262	230
Os10g0377000	10	12021772	12024125	+	2354	307	237	180	344	406	262
Os10g0377150	10	12024100	12024661	-	562	9	15	24	6	16	5
Os10g0377300	10	12041604	12043091	+	1488	10	26	29	2	7	13
Os10g0377400	10	12048113	12052937	-	4825	201	176	218	88	93	88
Os10g0377450	10	12048474	12052756	+	4283	0	0	0	0	0	0
Os10g0377500	10	12060353	12063575	+	3223	0	0	0	0	0	0
Os10g0377800	10	12067809	12073660	-	5852	1818	2241	2103	505	711	903
Os10g0378000	10	12078203	12087495	-	9293	0	6	2	2	7	1
Os10g0378100	10	12090264	12098560	-	8297	38	48	44	8	15	23
Os10g0378300	10	12107783	12113010	+	5228	792	733	722	573	616	517
Os10g0378400	10	12113672	12116366	-	2695	953	1158	937	591	807	643
Os10g0378450	10	12119384	12120231	-	848	12	12	35	14	23	13
Os10g0379100	10	12181085	12183127	-	2043	10	28	4	26	22	19
Os10g0379233	10	12181406	12183056	+	1651	0	0	0	0	0	0
Os10g0379854	10	12215018	12216339	-	1322	0	4	0	1	0	0
Os10g0380100	10	12215500	12216409	+	910	0	0	0	0	0	0
Os10g0381200	10	12225715	12226361	-	647	0	0	0	0	0	0
Os10g0380800	10	12260670	12262330	-	1661	0	0	0	0	0	0
Os10g0381601	10	12302907	12303711	-	805	0	0	0	0	0	0
Os10g0381700	10	12307134	12309451	+	2318	0	0	0	0	0	0
Os10g0381800	10	12307928	12311609	-	3682	70	78	48	17	7	33
Os10g0382100	10	12321053	12321838	+	786	0	0	0	0	0	0
Os10g0382300	10	12327444	12336589	+	9146	992	919	809	668	776	690
Os10g0382400	10	12340872	12345957	-	5086	4	0	3	1	12	11
Os10g0382600	10	12348924	12350821	-	1898	0	3	0	2	3	4
Os10g0384600	10	12480539	12506202	-	25664	0	1	3	0	0	1
Os10g0386300	10	12689425	12690416	-	992	3	2	2	0	0	0
Os10g0386601	10	12729820	12744575	-	14756	0	0	0	0	0	0
Os10g0387000	10	12755432	12759572	-	4141	591	639	572	288	330	392
Os10g0387050	10	12756426	12758403	+	1978	0	0	0	0	0	0
ENSRNA049466028	10	12777902	12777984	+	83	0	0	0	4	0	0
ENSRNA049466052	10	12778431	12778514	+	84	0	1	5	2	6	0
ENSRNA049466182	10	12780867	12780958	+	92	4	8	3	2	0	1
Os10g0387201	10	12784279	12784930	-	652	0	0	0	0	0	0
ENSRNA049466282	10	12794194	12794300	+	107	0	0	0	0	0	0
ENSRNA049466017	10	12795204	12795287	+	84	0	0	0	0	0	0
ENSRNA049466137	10	12795585	12795679	+	95	0	0	0	0	0	0
ENSRNA049466001	10	12795874	12795954	+	81	0	0	0	0	0	0
ENSRNA049466121	10	12796893	12796974	+	82	0	0	0	0	0	0
ENSRNA049465909	10	12797703	12797773	+	71	1	0	0	0	0	0
ENSRNA049466069	10	12799523	12799603	+	81	0	0	0	0	0	0
ENSRNA049465951	10	12799707	12799775	+	69	0	0	0	0	0	0
ENSRNA049465677	10	12800093	12800175	+	83	0	0	0	0	0	0
ENSRNA049466099	10	12800556	12800637	+	82	0	0	0	0	0	0
ENSRNA049466194	10	12802505	12802596	+	92	0	0	0	0	0	0
Os10g0388100	10	12807152	12812141	+	4990	0	0	0	0	0	0
Os10g0388200	10	12815755	12818849	-	3095	907	847	647	518	656	658
Os10g0388500	10	12834324	12843741	+	9418	116	104	61	130	143	49
Os10g0388600	10	12849592	12854148	+	4557	0	0	0	1	1	3
Os10g0388701	10	12855670	12856069	+	400	17	16	10	8	2	8
ENSRNA049466088	10	12865216	12865301	+	86	0	0	0	0	0	0
ENSRNA049466151	10	12865554	12865637	+	84	0	0	0	0	0	0
ENSRNA049466221	10	12866569	12866660	+	92	0	0	0	0	0	0
ENSRNA049465857	10	12867348	12867411	+	64	0	0	0	0	0	0
ENSRNA049466248	10	12867412	12867495	+	84	0	0	0	0	0	0
Os10g0388900	10	12867952	12869919	-	1968	105	92	84	33	57	42
Os10g0389000	10	12870906	12874037	-	3132	935	894	880	834	885	646
ENSRNA049466264	10	12877135	12877258	+	124	1	2	1	3	4	13
ENSRNA049465882	10	12877574	12877676	+	103	6	0	0	8	6	6
Os10g0389100	10	12879408	12880295	-	888	14	28	41	15	44	20
Os10g0389150	10	12882265	12885756	+	3492	67	93	113	96	92	119
ENSRNA049466168	10	12882629	12882750	+	122	0	0	0	0	0	0
ENSRNA049466206	10	12883377	12883491	+	115	0	0	0	0	0	0
ENSRNA049466235	10	12883644	12883758	+	115	0	0	0	0	0	0
Os10g0389200	10	12886331	12888289	-	1959	252	366	358	242	264	222
